Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Warehouse,Current_Stock,Reorder_Level,Lead_Time_Days,Order_Date,Ship_Date
7270,CA-2019-133368,14-01-2019,20-01-2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,31.5776,Warehouse_South,98,32,8,14-Jan-2019,20-Jan-2019
2878,CA-2019-152072,15-01-2019,19-01-2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,Northeast,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,24.5998,Warehouse_Northeast,108,36,7,15-Jan-2019,19-Jan-2019
2879,CA-2019-152072,15-01-2019,19-01-2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,Northeast,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,1.3514,Warehouse_Northeast,219,73,9,15-Jan-2019,19-Jan-2019
2880,CA-2019-152072,15-01-2019,19-01-2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,Northeast,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,91.7892,Warehouse_Northeast,237,79,5,15-Jan-2019,19-Jan-2019
3236,CA-2019-140746,15-01-2019,15-01-2019,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,Northeast,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,-15.5826,Warehouse_Northeast,320,106,3,15-Jan-2019,15-Jan-2019
3742,CA-2019-137848,15-01-2019,21-01-2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,Northeast,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,7.5992,Warehouse_Northeast,239,79,6,15-Jan-2019,21-Jan-2019
3743,CA-2019-137848,15-01-2019,21-01-2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,Northeast,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,9,28.8576,Warehouse_Northeast,495,165,5,15-Jan-2019,21-Jan-2019
3744,CA-2019-137848,15-01-2019,21-01-2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,Northeast,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,Warehouse_Northeast,224,74,5,15-Jan-2019,21-Jan-2019
5968,CA-2019-166912,15-01-2019,17-01-2019,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,Northeast,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,40.1702,Warehouse_Northeast,495,165,2,15-Jan-2019,17-Jan-2019
26,CA-2019-121755,16-01-2019,20-01-2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,4.2224,Warehouse_West,100,33,5,16-Jan-2019,20-Jan-2019
27,CA-2019-121755,16-01-2019,20-01-2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741,Warehouse_West,413,137,9,16-Jan-2019,20-Jan-2019
876,CA-2019-116736,17-01-2019,21-01-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,Northeast,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,64.518,Warehouse_Northeast,104,34,2,17-Jan-2019,21-Jan-2019
877,CA-2019-116736,17-01-2019,21-01-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,Northeast,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,13.1956,Warehouse_Northeast,293,97,6,17-Jan-2019,21-Jan-2019
878,CA-2019-116736,17-01-2019,21-01-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,Northeast,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546,Warehouse_Northeast,369,123,8,17-Jan-2019,21-Jan-2019
2303,CA-2019-106558,17-01-2019,21-01-2019,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,31.6,Warehouse_South,180,60,7,17-Jan-2019,21-Jan-2019
2876,US-2019-167339,21-01-2019,23-01-2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,2,-5.7588,Warehouse_West,356,118,7,21-Jan-2019,23-Jan-2019
2877,US-2019-167339,21-01-2019,23-01-2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7,76.0116,Warehouse_West,184,61,6,21-Jan-2019,23-Jan-2019
268,CA-2019-111010,22-01-2019,28-01-2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,Northeast,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.3024,Warehouse_Northeast,70,23,6,22-Jan-2019,28-Jan-2019
2471,US-2019-135923,22-01-2019,28-01-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,4.2816,Warehouse_South,378,126,9,22-Jan-2019,28-Jan-2019
2472,US-2019-135923,22-01-2019,28-01-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,-67.6704,Warehouse_South,216,72,4,22-Jan-2019,28-Jan-2019
2473,US-2019-135923,22-01-2019,28-01-2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,6.4864,Warehouse_South,323,107,8,22-Jan-2019,28-Jan-2019
2694,CA-2019-138079,22-01-2019,28-01-2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5,37.366,Warehouse_West,437,145,6,22-Jan-2019,28-Jan-2019
5675,CA-2019-146318,22-01-2019,27-01-2019,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,6.2208,Warehouse_West,138,46,5,22-Jan-2019,27-Jan-2019
5752,CA-2019-125850,22-01-2019,28-01-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3,22.2,Warehouse_West,365,121,9,22-Jan-2019,28-Jan-2019
5753,CA-2019-125850,22-01-2019,28-01-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5,9.499,Warehouse_West,63,21,7,22-Jan-2019,28-Jan-2019
6229,CA-2019-148208,22-01-2019,27-01-2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,Midwest,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,4,-20.2356,Warehouse_Midwest,291,97,3,22-Jan-2019,27-Jan-2019
6230,CA-2019-148208,22-01-2019,27-01-2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,Midwest,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,15.8631,Warehouse_Midwest,314,104,9,22-Jan-2019,27-Jan-2019
6238,US-2019-155180,22-01-2019,29-01-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,Northeast,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,9.2176,Warehouse_Northeast,395,131,7,22-Jan-2019,29-Jan-2019
7294,CA-2019-113656,23-01-2019,29-01-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,21.5964,Warehouse_West,102,34,2,23-Jan-2019,29-Jan-2019
9147,US-2019-165505,23-01-2019,27-01-2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,Northeast,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,42.9914,Warehouse_Northeast,435,145,9,23-Jan-2019,27-Jan-2019
9148,US-2019-165505,23-01-2019,27-01-2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,Northeast,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,8.04,6,2.7336,Warehouse_Northeast,389,129,7,23-Jan-2019,27-Jan-2019
9149,US-2019-165505,23-01-2019,27-01-2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,Northeast,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,1564.29,13,406.7154,Warehouse_Northeast,141,47,4,23-Jan-2019,27-Jan-2019
4612,CA-2019-109407,24-01-2019,26-01-2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,15.68,Warehouse_South,416,138,9,24-Jan-2019,26-Jan-2019
4327,CA-2019-153346,25-01-2019,27-01-2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,Northeast,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,2.3025,Warehouse_Northeast,493,164,9,25-Jan-2019,27-Jan-2019
4328,CA-2019-153346,25-01-2019,27-01-2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,Northeast,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0,5,8.28,Warehouse_Northeast,477,159,8,25-Jan-2019,27-Jan-2019
9358,CA-2019-168046,25-01-2019,28-01-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,Northeast,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,15.092,Warehouse_Northeast,313,104,6,25-Jan-2019,28-Jan-2019
9359,CA-2019-168046,25-01-2019,28-01-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,Northeast,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,313.722,3,-99.3453,Warehouse_Northeast,480,160,8,25-Jan-2019,28-Jan-2019
9360,CA-2019-168046,25-01-2019,28-01-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,Northeast,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,7.8166,Warehouse_Northeast,84,28,9,25-Jan-2019,28-Jan-2019
9361,CA-2019-168046,25-01-2019,28-01-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,Northeast,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",428.68,7,0.0,Warehouse_Northeast,255,85,6,25-Jan-2019,28-Jan-2019
8613,CA-2019-146437,28-01-2019,01-02-2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,10.3168,Warehouse_West,130,43,7,28-Jan-2019,02-Jan-2019
2885,CA-2019-164483,30-01-2019,03-02-2019,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,5.8914,Warehouse_West,469,156,3,30-Jan-2019,02-Mar-2019
7290,CA-2019-153661,30-01-2019,31-01-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,76.2525,Warehouse_West,99,33,3,30-Jan-2019,31-Jan-2019
7291,CA-2019-153661,30-01-2019,31-01-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,17.7744,Warehouse_West,409,136,9,30-Jan-2019,31-Jan-2019
7292,CA-2019-153661,30-01-2019,31-01-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,26.01,9,12.2247,Warehouse_West,437,145,4,30-Jan-2019,31-Jan-2019
7565,US-2019-166660,30-01-2019,01-02-2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,-59.8356,Warehouse_West,51,17,2,30-Jan-2019,02-Jan-2019
7566,US-2019-166660,30-01-2019,01-02-2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,1,7.7728,Warehouse_West,439,146,7,30-Jan-2019,02-Jan-2019
8176,CA-2019-114944,30-01-2019,04-02-2019,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,Midwest,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,156.512,4,52.8228,Warehouse_Midwest,103,34,6,30-Jan-2019,02-Apr-2019
8925,CA-2019-168032,30-01-2019,03-02-2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Midwest,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,1439.968,4,143.9968,Warehouse_Midwest,155,51,9,30-Jan-2019,02-Mar-2019
8926,CA-2019-168032,30-01-2019,03-02-2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Midwest,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.728,3,-2.6784,Warehouse_Midwest,309,103,7,30-Jan-2019,02-Mar-2019
8927,CA-2019-168032,30-01-2019,03-02-2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Midwest,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1,3,-538.446,Warehouse_Midwest,359,119,9,30-Jan-2019,02-Mar-2019
4999,CA-2019-129238,31-01-2019,04-02-2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,8.2194,Warehouse_West,240,80,4,31-Jan-2019,02-Apr-2019
5000,CA-2019-129238,31-01-2019,04-02-2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,27.783,Warehouse_West,451,150,5,31-Jan-2019,02-Apr-2019
5114,CA-2019-147970,31-01-2019,02-02-2019,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,3,5.4432,Warehouse_South,267,89,5,31-Jan-2019,02-Feb-2019
7505,CA-2019-158043,31-01-2019,04-02-2019,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,Northeast,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,11.68,Warehouse_Northeast,93,31,4,31-Jan-2019,02-Apr-2019
8761,CA-2019-159891,31-01-2019,06-02-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,1,635.495,Warehouse_South,211,70,6,31-Jan-2019,02-Jun-2019
8762,CA-2019-159891,31-01-2019,06-02-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,58.9192,Warehouse_South,251,83,8,31-Jan-2019,02-Jun-2019
